student,weak_knowledge
71,"[3, 4, 5, 6, 7, 8, 12, 13, 14, 16, 17, 18, 22, 23, 26, 27, 28, 30, 32, 33, 35, 36, 37, 38, 39, 41, 42, 44, 46, 47, 48, 50, 51, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 75, 76, 78, 79, 82, 83, 86, 87, 88, 90, 92, 98, 100, 101]"
72,"[1, 2, 4, 10, 11, 12, 13, 14, 18, 20, 21, 23, 27, 28, 29, 32, 33, 35, 36, 42, 43, 47, 48, 51, 54, 56, 61, 62, 67, 71, 73, 74, 78, 79, 80, 83, 84, 86, 87, 88, 89, 92, 94, 96, 98, 99, 100, 101]"
73,"[1, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 42, 45, 47, 48, 50, 51, 53, 54, 57, 58, 60, 62, 63, 65, 66, 67, 68, 69, 70, 72, 74, 77, 79, 80, 81, 82, 83, 89, 90, 91, 92, 93, 94, 95, 97, 98, 99, 101]"
74,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 73, 76, 77, 78, 79, 80, 82, 83, 86, 87, 88, 89, 91, 92, 93, 94, 96, 98, 99, 100, 101]"
75,"[1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 22, 24, 25, 26, 27, 29, 30, 33, 34, 35, 36, 38, 40, 41, 42, 44, 45, 47, 48, 49, 52, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 67, 68, 71, 74, 75, 76, 78, 81, 82, 83, 84, 87, 89, 91, 92, 93, 96, 97, 98]"
76,"[1, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 29, 30, 32, 33, 35, 38, 40, 45, 47, 48, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 64, 66, 70, 72, 73, 74, 76, 77, 79, 80, 82, 83, 84, 86, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 100, 101]"
77,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 32, 33, 34, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 67, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 92, 94, 96, 97, 98, 99, 100, 101]"
78,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 36, 37, 40, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 67, 68, 69, 70, 73, 74, 75, 76, 77, 79, 80, 82, 87, 88, 89, 95, 96, 99, 100, 101]"
79,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 34, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 53, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 73, 74, 75, 76, 80, 83, 84, 86, 87, 89, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100]"
80,"[1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 19, 21, 22, 23, 28, 33, 34, 35, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 69, 70, 71, 74, 75, 76, 79, 80, 81, 82, 83, 84, 85, 86, 88, 91, 92, 93, 95, 96, 99, 100]"
81,"[3, 4, 6, 7, 9, 10, 15, 16, 18, 19, 20, 25, 26, 28, 29, 31, 32, 35, 36, 37, 39, 42, 44, 46, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 63, 64, 65, 66, 67, 68, 70, 71, 74, 75, 76, 78, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 94, 96, 97, 99, 101]"
82,"[2, 3, 5, 6, 7, 11, 12, 13, 15, 16, 19, 20, 21, 23, 24, 25, 26, 27, 30, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 45, 49, 51, 53, 54, 55, 57, 58, 59, 60, 61, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 79, 80, 81, 82, 84, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 96, 98, 100]"
83,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 95, 97, 98, 100, 101]"
84,"[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 55, 56, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 97, 99, 100]"
85,"[1, 2, 3, 4, 6, 7, 9, 12, 16, 18, 19, 20, 21, 23, 25, 27, 29, 31, 32, 33, 34, 35, 38, 44, 46, 49, 50, 51, 53, 54, 55, 57, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 73, 74, 75, 76, 78, 80, 81, 83, 84, 85, 88, 91, 94, 95, 96, 98, 99, 100, 101]"
86,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 36, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 74, 76, 77, 78, 79, 80, 82, 84, 85, 86, 87, 89, 90, 91, 92, 93, 95, 97, 98, 99, 100, 101]"
87,"[1, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 78, 79, 80, 82, 83, 84, 86, 88, 90, 91, 93, 94, 96, 99]"
88,"[1, 3, 7, 9, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 31, 32, 36, 42, 45, 47, 49, 53, 57, 59, 62, 65, 67, 73, 74, 76, 78, 79, 80, 81, 84, 85, 90, 91, 93, 95, 96, 97, 99, 100, 101]"
89,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 61, 62, 63, 65, 66, 67, 70, 71, 73, 74, 75, 77, 78, 79, 80, 81, 83, 85, 86, 87, 89, 90, 94, 95, 96, 97, 98, 100]"
90,"[1, 9, 16, 17, 18, 19, 21, 26, 27, 28, 30, 32, 35, 36, 38, 39, 40, 43, 48, 49, 51, 61, 70, 73, 75, 76, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 91, 97, 98, 100, 101]"
91,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 19, 20, 21, 23, 25, 26, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 52, 54, 55, 57, 59, 61, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101]"
92,"[7, 9, 13, 14, 17, 19, 20, 21, 23, 25, 26, 28, 32, 48, 49, 50, 51, 59, 66, 69, 71, 73, 76, 78, 79, 80, 82, 83, 85, 86, 88, 89, 90, 93, 94, 95, 96, 100]"
93,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 57, 59, 60, 61, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 86, 88, 89, 90, 91, 92, 94, 95, 96, 97, 99, 100]"
94,"[3, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 32, 33, 35, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 52, 53, 54, 56, 57, 58, 62, 64, 65, 67, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 93, 95, 96, 97, 99, 100, 101]"
95,"[2, 9, 10, 13, 17, 19, 20, 22, 23, 24, 27, 28, 32, 34, 38, 41, 42, 43, 44, 45, 47, 48, 50, 52, 53, 54, 55, 57, 63, 65, 69, 70, 73, 75, 76, 79, 80, 82, 85, 86, 88, 89, 90, 91, 92, 93, 94, 99]"
96,"[3, 4, 5, 7, 9, 10, 12, 13, 14, 16, 17, 19, 20, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 39, 42, 43, 45, 46, 49, 50, 51, 52, 55, 56, 58, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 100]"
97,"[2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 22, 23, 25, 28, 29, 32, 33, 36, 37, 42, 46, 47, 51, 52, 53, 57, 58, 63, 65, 68, 69, 73, 75, 77, 78, 80, 81, 83, 84, 85, 86, 90, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
98,"[2, 9, 12, 14, 16, 18, 20, 21, 23, 24, 25, 26, 27, 29, 32, 33, 34, 36, 37, 39, 40, 45, 46, 47, 48, 52, 53, 54, 56, 59, 60, 62, 64, 65, 67, 71, 75, 76, 77, 78, 80, 81, 85, 86, 87, 89, 92, 95, 96, 98, 100]"
99,"[1, 2, 6, 7, 10, 12, 13, 16, 18, 19, 21, 22, 26, 28, 29, 30, 31, 36, 42, 43, 44, 45, 47, 48, 49, 50, 51, 53, 54, 59, 60, 61, 63, 67, 71, 73, 74, 75, 76, 79, 80, 82, 83, 87, 88, 91, 92, 95, 96, 100, 101]"
100,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 34, 35, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 48, 49, 52, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64, 65, 67, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 95, 99, 101]"
101,"[1, 2, 9, 10, 13, 16, 18, 19, 22, 25, 28, 29, 35, 38, 39, 41, 47, 48, 49, 51, 53, 54, 57, 60, 67, 68, 71, 72, 74, 76, 77, 81, 82, 83, 84, 85, 87, 88, 90, 91, 92, 94, 95, 96, 97, 98]"
102,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 40, 42, 44, 45, 46, 47, 48, 50, 51, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64, 65, 68, 69, 70, 72, 73, 74, 75, 76, 77, 80, 82, 84, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100]"
103,"[1, 3, 4, 6, 9, 10, 12, 13, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 30, 35, 36, 37, 39, 40, 42, 44, 45, 47, 48, 55, 56, 57, 65, 66, 67, 68, 69, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89, 91, 94, 95, 96, 97, 98, 99, 100, 101]"
104,"[2, 4, 5, 6, 7, 9, 10, 13, 16, 17, 19, 20, 21, 23, 24, 26, 28, 30, 31, 32, 41, 42, 44, 45, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 64, 65, 68, 69, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 83, 85, 87, 89, 90, 91, 92, 93, 96, 97, 98, 99, 100, 101]"
105,"[1, 2, 3, 4, 5, 7, 12, 13, 14, 17, 18, 19, 20, 22, 23, 26, 27, 28, 30, 32, 34, 35, 36, 37, 40, 41, 42, 44, 47, 50, 52, 53, 54, 56, 58, 59, 60, 62, 64, 65, 66, 67, 69, 70, 74, 75, 77, 79, 80, 82, 85, 90, 91, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
106,"[1, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 35, 36, 39, 41, 42, 45, 47, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 71, 72, 75, 76, 77, 79, 80, 82, 83, 84, 86, 90, 91, 92, 93, 94, 97, 98, 100]"
107,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 35, 36, 39, 41, 42, 43, 44, 46, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 85, 86, 87, 88, 89, 90, 93, 96, 97, 98, 99, 100, 101]"
108,"[1, 2, 3, 4, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 46, 48, 49, 50, 52, 53, 55, 56, 57, 58, 59, 60, 61, 65, 66, 67, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 85, 86, 87, 91, 92, 94, 95, 96, 97, 98, 99, 101]"
109,"[2, 5, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 36, 37, 38, 47, 50, 53, 61, 64, 66, 67, 69, 70, 71, 75, 76, 77, 81, 82, 84, 85, 88, 90, 91, 92, 93, 94, 95, 97, 99, 101]"
110,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 20, 21, 22, 24, 26, 27, 28, 29, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 91, 93, 94, 95, 97, 98, 99, 100, 101]"
111,"[4, 9, 10, 14, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 39, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 59, 61, 62, 63, 65, 66, 67, 69, 70, 71, 72, 73, 74, 77, 79, 81, 82, 83, 84, 86, 87, 88, 89, 91, 92, 94, 95, 96, 97, 98, 100, 101]"
112,"[2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 20, 21, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 44, 45, 46, 47, 50, 51, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99, 100]"
113,"[4, 5, 6, 9, 11, 12, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 38, 39, 41, 43, 44, 45, 48, 49, 50, 51, 53, 54, 55, 56, 57, 60, 61, 65, 67, 69, 71, 72, 73, 74, 75, 76, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 95, 96, 98, 101]"
114,"[2, 4, 5, 9, 10, 12, 13, 15, 16, 17, 18, 20, 21, 22, 25, 32, 34, 36, 37, 38, 39, 40, 42, 46, 47, 48, 49, 51, 53, 54, 56, 57, 58, 60, 63, 64, 65, 66, 67, 70, 71, 72, 74, 75, 76, 79, 80, 81, 84, 85, 86, 87, 88, 92, 93, 94, 95, 96, 97, 98, 100, 101]"
115,"[1, 2, 3, 4, 5, 6, 7, 10, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 66, 67, 68, 69, 70, 71, 74, 75, 77, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 96, 99, 101]"
116,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 98, 100, 101]"
117,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 54, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 69, 70, 71, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 90, 91, 93, 95, 96, 97, 98, 99, 101]"
118,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 39, 40, 42, 43, 44, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 67, 68, 69, 70, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 89, 91, 93, 95, 96, 97, 99, 101]"
119,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 22, 23, 24, 25, 29, 32, 33, 35, 37, 39, 40, 41, 42, 43, 44, 45, 47, 49, 51, 52, 53, 55, 56, 57, 59, 60, 62, 63, 65, 66, 68, 69, 70, 71, 72, 73, 74, 77, 80, 81, 82, 83, 84, 85, 86, 87, 89, 91, 92, 93, 94, 95, 96, 98, 99]"
120,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 48, 51, 53, 54, 55, 57, 59, 61, 64, 65, 69, 70, 71, 72, 76, 77, 81, 82, 83, 84, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 100, 101]"
121,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 101]"
122,"[1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
123,"[1, 7, 9, 10, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 32, 35, 38, 39, 41, 42, 45, 48, 49, 50, 51, 52, 55, 57, 58, 60, 62, 63, 65, 66, 67, 68, 69, 70, 71, 75, 77, 78, 79, 81, 82, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 101]"
124,"[2, 3, 4, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 20, 21, 22, 26, 27, 30, 31, 33, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 52, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 72, 73, 74, 75, 76, 80, 83, 84, 85, 86, 87, 88, 89, 91, 93, 94, 96, 98, 99, 100, 101]"
125,"[2, 3, 4, 6, 7, 8, 9, 10, 13, 14, 16, 17, 19, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 36, 37, 40, 42, 43, 44, 45, 46, 48, 50, 51, 52, 53, 54, 57, 58, 60, 61, 62, 64, 65, 66, 68, 69, 70, 72, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 89, 90, 91, 92, 93, 94, 95, 97, 98, 101]"
126,"[1, 5, 6, 10, 11, 12, 13, 14, 16, 20, 21, 22, 23, 26, 27, 28, 30, 31, 32, 34, 36, 37, 40, 42, 44, 45, 48, 49, 54, 55, 57, 58, 60, 62, 63, 64, 65, 66, 67, 69, 71, 72, 74, 75, 76, 78, 80, 81, 83, 84, 87, 88, 92, 93, 94, 95, 96, 98, 99, 100]"
127,"[3, 4, 5, 6, 7, 8, 10, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34, 35, 36, 37, 39, 42, 43, 44, 46, 50, 53, 55, 56, 58, 59, 60, 61, 64, 65, 68, 69, 70, 71, 74, 75, 76, 78, 82, 83, 84, 85, 86, 87, 89, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
128,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 15, 17, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 83, 85, 86, 88, 89, 91, 93, 94, 96, 97, 99]"
129,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 21, 22, 24, 25, 28, 29, 30, 31, 33, 34, 35, 36, 38, 39, 40, 42, 43, 44, 46, 48, 50, 51, 52, 53, 55, 57, 59, 61, 62, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 87, 91, 92, 93, 97, 98, 99, 100, 101]"
130,"[2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 100, 101]"
131,"[1, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 30, 31, 32, 34, 35, 36, 37, 42, 44, 45, 47, 50, 52, 53, 54, 56, 57, 59, 61, 63, 64, 65, 66, 67, 69, 71, 72, 73, 74, 78, 80, 81, 82, 84, 85, 87, 88, 89, 90, 91, 92, 94, 100, 101]"
132,"[1, 2, 6, 8, 10, 13, 16, 17, 18, 19, 21, 22, 26, 27, 28, 29, 32, 35, 36, 37, 38, 40, 42, 46, 51, 53, 60, 62, 63, 64, 66, 67, 68, 70, 72, 74, 77, 79, 80, 81, 82, 83, 84, 87, 89, 91, 93, 94, 95, 98, 100]"
133,"[3, 6, 8, 10, 11, 13, 14, 16, 19, 20, 21, 23, 25, 27, 30, 32, 34, 35, 36, 37, 40, 42, 43, 44, 46, 49, 50, 52, 55, 61, 62, 64, 68, 69, 70, 71, 72, 74, 75, 76, 77, 81, 82, 83, 85, 87, 88, 89, 93, 94, 98, 99, 100, 101]"
134,"[3, 4, 7, 9, 10, 11, 13, 14, 16, 18, 19, 21, 22, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 37, 42, 43, 45, 47, 48, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 64, 66, 67, 68, 69, 70, 71, 72, 74, 75, 78, 79, 80, 81, 82, 83, 84, 85, 86, 90, 93, 94, 96, 97, 99, 100, 101]"
135,"[2, 7, 16, 17, 18, 19, 22, 23, 28, 31, 32, 36, 43, 49, 50, 57, 66, 67, 73, 78, 79, 82, 84, 86, 87, 89, 92, 94, 96, 97, 98, 99, 100, 101]"
136,"[1, 3, 5, 7, 8, 9, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 36, 42, 44, 53, 57, 64, 70, 76, 77, 78, 79, 80, 82, 83, 84, 85, 88, 89, 90, 92, 95, 97, 99, 100, 101]"
137,"[1, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 29, 31, 32, 34, 35, 37, 38, 40, 41, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 65, 66, 67, 69, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 87, 88, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
